bond	io	net	layer	xmin	ymin	xmax	ymax
IO_BOND_pad_uart_rx_i	pad_uart_rx_i	uart_rx_i	TopMetal2	87800	1447000	92000	1517000
IO_BOND_pad_uart_tx_o	pad_uart_tx_o	uart_tx_o	Metal2	87800	1357000	92000	1427000
IO_BOND_pad_uart_tx_o	pad_uart_tx_o	uart_tx_o	Metal3	87800	1357000	92000	1427000
IO_BOND_pad_uart_tx_o	pad_uart_tx_o	uart_tx_o	Metal4	87800	1357000	92000	1427000
IO_BOND_pad_uart_tx_o	pad_uart_tx_o	uart_tx_o	Metal5	87800	1357000	92000	1427000
IO_BOND_pad_uart_tx_o	pad_uart_tx_o	uart_tx_o	TopMetal1	87800	1357000	92000	1427000
IO_BOND_pad_uart_tx_o	pad_uart_tx_o	uart_tx_o	TopMetal2	87800	1357000	92000	1427000
IO_BOND_pad_unused0_o	pad_unused0_o	unused0_o	Metal2	727000	1882000	797000	1886200
IO_BOND_pad_unused0_o	pad_unused0_o	unused0_o	Metal3	727000	1882000	797000	1886200
IO_BOND_pad_unused0_o	pad_unused0_o	unused0_o	Metal4	727000	1882000	797000	1886200
IO_BOND_pad_unused0_o	pad_unused0_o	unused0_o	Metal5	727000	1882000	797000	1886200
IO_BOND_pad_unused0_o	pad_unused0_o	unused0_o	TopMetal1	727000	1882000	797000	1886200
IO_BOND_pad_unused0_o	pad_unused0_o	unused0_o	TopMetal2	727000	1882000	797000	1886200
IO_BOND_pad_unused1_o	pad_unused1_o	unused1_o	Metal2	637000	1882000	707000	1886200
IO_BOND_pad_unused1_o	pad_unused1_o	unused1_o	Metal3	637000	1882000	707000	1886200
IO_BOND_pad_unused1_o	pad_unused1_o	unused1_o	Metal4	637000	1882000	707000	1886200
IO_BOND_pad_unused1_o	pad_unused1_o	unused1_o	Metal5	637000	1882000	707000	1886200
IO_BOND_pad_unused1_o	pad_unused1_o	unused1_o	TopMetal1	637000	1882000	707000	1886200
IO_BOND_pad_unused1_o	pad_unused1_o	unused1_o	TopMetal2	637000	1882000	707000	1886200
IO_BOND_pad_unused2_o	pad_unused2_o	unused2_o	Metal2	547000	1882000	617000	1886200
IO_BOND_pad_unused2_o	pad_unused2_o	unused2_o	Metal3	547000	1882000	617000	1886200
IO_BOND_pad_unused2_o	pad_unused2_o	unused2_o	Metal4	547000	1882000	617000	1886200
IO_BOND_pad_unused2_o	pad_unused2_o	unused2_o	Metal5	547000	1882000	617000	1886200
IO_BOND_pad_unused2_o	pad_unused2_o	unused2_o	TopMetal1	547000	1882000	617000	1886200
IO_BOND_pad_unused2_o	pad_unused2_o	unused2_o	TopMetal2	547000	1882000	617000	1886200
IO_BOND_pad_unused3_o	pad_unused3_o	unused3_o	Metal2	457000	1882000	527000	1886200
IO_BOND_pad_unused3_o	pad_unused3_o	unused3_o	Metal3	457000	1882000	527000	1886200
IO_BOND_pad_unused3_o	pad_unused3_o	unused3_o	Metal4	457000	1882000	527000	1886200
IO_BOND_pad_unused3_o	pad_unused3_o	unused3_o	Metal5	457000	1882000	527000	1886200
IO_BOND_pad_unused3_o	pad_unused3_o	unused3_o	TopMetal1	457000	1882000	527000	1886200
IO_BOND_pad_unused3_o	pad_unused3_o	unused3_o	TopMetal2	457000	1882000	527000	1886200
IO_BOND_pad_vdd0	pad_vdd0	VDD	Metal2	87800	277000	92000	347000
IO_BOND_pad_vdd0	pad_vdd0	VDD	Metal3	87800	277000	92000	347000
IO_BOND_pad_vdd0	pad_vdd0	VDD	Metal4	87800	277000	92000	347000
IO_BOND_pad_vdd0	pad_vdd0	VDD	Metal5	87800	277000	92000	347000
IO_BOND_pad_vdd0	pad_vdd0	VDD	TopMetal1	87800	277000	92000	347000
IO_BOND_pad_vdd0	pad_vdd0	VDD	TopMetal2	87800	277000	92000	347000
IO_BOND_pad_vdd1	pad_vdd1	VDD	Metal2	1627000	87800	1697000	92000
IO_BOND_pad_vdd1	pad_vdd1	VDD	Metal3	1627000	87800	1697000	92000
IO_BOND_pad_vdd1	pad_vdd1	VDD	Metal4	1627000	87800	1697000	92000
IO_BOND_pad_vdd1	pad_vdd1	VDD	Metal5	1627000	87800	1697000	92000
IO_BOND_pad_vdd1	pad_vdd1	VDD	TopMetal1	1627000	87800	1697000	92000
IO_BOND_pad_vdd1	pad_vdd1	VDD	TopMetal2	1627000	87800	1697000	92000
IO_BOND_pad_vdd2	pad_vdd2	VDD	Metal2	1882000	1627000	1886200	1697000
IO_BOND_pad_vdd2	pad_vdd2	VDD	Metal3	1882000	1627000	1886200	1697000
IO_BOND_pad_vdd2	pad_vdd2	VDD	Metal4	1882000	1627000	1886200	1697000
IO_BOND_pad_vdd2	pad_vdd2	VDD	Metal5	1882000	1627000	1886200	1697000
IO_BOND_pad_vdd2	pad_vdd2	VDD	TopMetal1	1882000	1627000	1886200	1697000
IO_BOND_pad_vdd2	pad_vdd2	VDD	TopMetal2	1882000	1627000	1886200	1697000
IO_BOND_pad_vdd3	pad_vdd3	VDD	Metal2	277000	1882000	347000	1886200
IO_BOND_pad_vdd3	pad_vdd3	VDD	Metal3	277000	1882000	347000	1886200
IO_BOND_pad_vdd3	pad_vdd3	VDD	Metal4	277000	1882000	347000	1886200
IO_BOND_pad_vdd3	pad_vdd3	VDD	Metal5	277000	1882000	347000	1886200
IO_BOND_pad_vdd3	pad_vdd3	VDD	TopMetal1	277000	1882000	347000	1886200
IO_BOND_pad_vdd3	pad_vdd3	VDD	TopMetal2	277000	1882000	347000	1886200
IO_BOND_pad_vddio0	pad_vddio0	VDDIO	Metal2	87800	1537000	92000	1607000
IO_BOND_pad_vddio0	pad_vddio0	VDDIO	Metal3	87800	1537000	92000	1607000
IO_BOND_pad_vddio0	pad_vddio0	VDDIO	Metal4	87800	1537000	92000	1607000
IO_BOND_pad_vddio0	pad_vddio0	VDDIO	Metal5	87800	1537000	92000	1607000
IO_BOND_pad_vddio0	pad_vddio0	VDDIO	TopMetal1	87800	1537000	92000	1607000
IO_BOND_pad_vddio0	pad_vddio0	VDDIO	TopMetal2	87800	1537000	92000	1607000
IO_BOND_pad_vddio1	pad_vddio1	VDDIO	Metal2	367000	87800	437000	92000
IO_BOND_pad_vddio1	pad_vddio1	VDDIO	Metal3	367000	87800	437000	92000
IO_BOND_pad_vddio1	pad_vddio1	VDDIO	Metal4	367000	87800	437000	92000
IO_BOND_pad_vddio1	pad_vddio1	VDDIO	Metal5	367000	87800	437000	92000
IO_BOND_pad_vddio1	pad_vddio1	VDDIO	TopMetal1	367000	87800	437000	92000
IO_BOND_pad_vddio1	pad_vddio1	VDDIO	TopMetal2	367000	87800	437000	92000
IO_BOND_pad_vddio2	pad_vddio2	VDDIO	Metal2	1882000	367000	1886200	437000
IO_BOND_pad_vddio2	pad_vddio2	VDDIO	Metal3	1882000	367000	1886200	437000
IO_BOND_pad_vddio2	pad_vddio2	VDDIO	Metal4	1882000	367000	1886200	437000
IO_BOND_pad_vddio2	pad_vddio2	VDDIO	Metal5	1882000	367000	1886200	437000
IO_BOND_pad_vddio2	pad_vddio2	VDDIO	TopMetal1	1882000	367000	1886200	437000
IO_BOND_pad_vddio2	pad_vddio2	VDDIO	TopMetal2	1882000	367000	1886200	437000
IO_BOND_pad_vddio3	pad_vddio3	VDDIO	Metal2	1537000	1882000	1607000	1886200
IO_BOND_pad_vddio3	pad_vddio3	VDDIO	Metal3	1537000	1882000	1607000	1886200
IO_BOND_pad_vddio3	pad_vddio3	VDDIO	Metal4	1537000	1882000	1607000	1886200
IO_BOND_pad_vddio3	pad_vddio3	VDDIO	Metal5	1537000	1882000	1607000	1886200
IO_BOND_pad_vddio3	pad_vddio3	VDDIO	TopMetal1	1537000	1882000	1607000	1886200
IO_BOND_pad_vddio3	pad_vddio3	VDDIO	TopMetal2	1537000	1882000	1607000	1886200
IO_BOND_pad_vss0	pad_vss0	VSS	Metal2	87800	367000	92000	437000
IO_BOND_pad_vss0	pad_vss0	VSS	Metal3	87800	367000	92000	437000
IO_BOND_pad_vss0	pad_vss0	VSS	Metal4	87800	367000	92000	437000
IO_BOND_pad_vss0	pad_vss0	VSS	Metal5	87800	367000	92000	437000
IO_BOND_pad_vss0	pad_vss0	VSS	TopMetal1	87800	367000	92000	437000
IO_BOND_pad_vss0	pad_vss0	VSS	TopMetal2	87800	367000	92000	437000
IO_BOND_pad_vss1	pad_vss1	VSS	Metal2	1537000	87800	1607000	92000
IO_BOND_pad_vss1	pad_vss1	VSS	Metal3	1537000	87800	1607000	92000
IO_BOND_pad_vss1	pad_vss1	VSS	Metal4	1537000	87800	1607000	92000
IO_BOND_pad_vss1	pad_vss1	VSS	Metal5	1537000	87800	1607000	92000
IO_BOND_pad_vss1	pad_vss1	VSS	TopMetal1	1537000	87800	1607000	92000
IO_BOND_pad_vss1	pad_vss1	VSS	TopMetal2	1537000	87800	1607000	92000
IO_BOND_pad_vss2	pad_vss2	VSS	Metal2	1882000	1537000	1886200	1607000
IO_BOND_pad_vss2	pad_vss2	VSS	Metal3	1882000	1537000	1886200	1607000
IO_BOND_pad_vss2	pad_vss2	VSS	Metal4	1882000	1537000	1886200	1607000
IO_BOND_pad_vss2	pad_vss2	VSS	Metal5	1882000	1537000	1886200	1607000
IO_BOND_pad_vss2	pad_vss2	VSS	TopMetal1	1882000	1537000	1886200	1607000
IO_BOND_pad_vss2	pad_vss2	VSS	TopMetal2	1882000	1537000	1886200	1607000
IO_BOND_pad_vss3	pad_vss3	VSS	Metal2	367000	1882000	437000	1886200
IO_BOND_pad_vss3	pad_vss3	VSS	Metal3	367000	1882000	437000	1886200
IO_BOND_pad_vss3	pad_vss3	VSS	Metal4	367000	1882000	437000	1886200
IO_BOND_pad_vss3	pad_vss3	VSS	Metal5	367000	1882000	437000	1886200
IO_BOND_pad_vss3	pad_vss3	VSS	TopMetal1	367000	1882000	437000	1886200
IO_BOND_pad_vss3	pad_vss3	VSS	TopMetal2	367000	1882000	437000	1886200
IO_BOND_pad_vssio0	pad_vssio0	VSSIO	Metal2	87800	1627000	92000	1697000
IO_BOND_pad_vssio0	pad_vssio0	VSSIO	Metal3	87800	1627000	92000	1697000
IO_BOND_pad_vssio0	pad_vssio0	VSSIO	Metal4	87800	1627000	92000	1697000
IO_BOND_pad_vssio0	pad_vssio0	VSSIO	Metal5	87800	1627000	92000	1697000
IO_BOND_pad_vssio0	pad_vssio0	VSSIO	TopMetal1	87800	1627000	92000	1697000
IO_BOND_pad_vssio0	pad_vssio0	VSSIO	TopMetal2	87800	1627000	92000	1697000
IO_BOND_pad_vssio1	pad_vssio1	VSSIO	Metal2	277000	87800	347000	92000
IO_BOND_pad_vssio1	pad_vssio1	VSSIO	Metal3	277000	87800	347000	92000
IO_BOND_pad_vssio1	pad_vssio1	VSSIO	Metal4	277000	87800	347000	92000
IO_BOND_pad_vssio1	pad_vssio1	VSSIO	Metal5	277000	87800	347000	92000
IO_BOND_pad_vssio1	pad_vssio1	VSSIO	TopMetal1	277000	87800	347000	92000
IO_BOND_pad_vssio1	pad_vssio1	VSSIO	TopMetal2	277000	87800	347000	92000
IO_BOND_pad_vssio2	pad_vssio2	VSSIO	Metal2	1882000	277000	1886200	347000
IO_BOND_pad_vssio2	pad_vssio2	VSSIO	Metal3	1882000	277000	1886200	347000
IO_BOND_pad_vssio2	pad_vssio2	VSSIO	Metal4	1882000	277000	1886200	347000
IO_BOND_pad_vssio2	pad_vssio2	VSSIO	Metal5	1882000	277000	1886200	347000
IO_BOND_pad_vssio2	pad_vssio2	VSSIO	TopMetal1	1882000	277000	1886200	347000
IO_BOND_pad_vssio2	pad_vssio2	VSSIO	TopMetal2	1882000	277000	1886200	347000
IO_BOND_pad_vssio3	pad_vssio3	VSSIO	Metal2	1627000	1882000	1697000	1886200
IO_BOND_pad_vssio3	pad_vssio3	VSSIO	Metal3	1627000	1882000	1697000	1886200
IO_BOND_pad_vssio3	pad_vssio3	VSSIO	Metal4	1627000	1882000	1697000	1886200
IO_BOND_pad_vssio3	pad_vssio3	VSSIO	Metal5	1627000	1882000	1697000	1886200
IO_BOND_pad_vssio3	pad_vssio3	VSSIO	TopMetal1	1627000	1882000	1697000	1886200
IO_BOND_pad_vssio3	pad_vssio3	VSSIO	TopMetal2	1627000	1882000	1697000	1886200
